link,rooms,area_m2,price_kzt,floor,year_built,residential_complex,region,rating_2gis
https://krisha.kz/a/show/1001464521,3,90.5,76500000,5,2019,Crocus City,Есильский р-н,
https://krisha.kz/a/show/1003033485,1,43,17500000,7,2023,Бадана,Алматы р-н,
https://krisha.kz/a/show/1003033485,1,43,17500000,7,2023,Бадана,Алматы р-н,
https://krisha.kz/a/show/761893143,4,110,62000000,2,2016,Арнау,Есильский р-н,
https://krisha.kz/a/show/761817829,4,157,132000000,6,2025,Nexpo Vision,Есильский р-н,4.8
https://krisha.kz/a/show/760196243,1,40.3,20500000,9,2022,Мынжылдык,Алматы р-н,
https://krisha.kz/a/show/1002663692,2,62,29000000,2,2025,A-City,Алматы р-н,3.9
https://krisha.kz/a/show/1002520664,3,80,36000000,8,2008,Кереге,Алматы р-н,
https://krisha.kz/a/show/1002040995,1,30.3,17500000,6,2020,Nurali Apartments,Алматы р-н,
https://krisha.kz/a/show/1001686561,3,103.3,139500000,8,2019,Ray Residence,Есильский р-н,4.7
https://krisha.kz/a/show/686128256,5,151.5,122500000,7,2023,Sati Park House,Есильский р-н,
https://krisha.kz/a/show/1001387410,1,41.6,24200000,3,2022,Sat City,Есильский р-н,4.8
https://krisha.kz/a/show/1002494336,3,140,77000000,4,2019,Каратау,Есильский р-н,
https://krisha.kz/a/show/1001641692,3,101,72500000,5,2019,Seven,Есильский р-н,
https://krisha.kz/a/show/1001379611,1,44,14500000,1,2025,Safar,Алматы р-н,4.7
https://krisha.kz/a/show/684520798,3,81.5,38300000,,2024,Respublika,Нура р-н,4.8
https://krisha.kz/a/show/684520798,3,81.5,38300000,,2024,Respublika,Нура р-н,4.9
https://krisha.kz/a/show/684520798,3,81.5,38300000,,2024,Respublika,Нура р-н,
https://krisha.kz/a/show/690528562,1,41.95,21295520,,2024,Manar,Есильский р-н,4.8
https://krisha.kz/a/show/690528562,1,41.95,21295520,,2024,Manar,Есильский р-н,5
https://krisha.kz/a/show/699434702,4,133,99500000,14,2024,Respublika,Нура р-н,4.8
https://krisha.kz/a/show/699434702,4,133,99500000,14,2024,Respublika,Нура р-н,4.9
https://krisha.kz/a/show/699434702,4,133,99500000,14,2024,Respublika,Нура р-н,
https://krisha.kz/a/show/1001270253,1,45,32500000,11,2025,BUQAR JYRAU EXCLUSIVE 2,Есильский р-н,
https://krisha.kz/a/show/1001388445,1,52,19000000,6,2024,Q Way,Алматы р-н,
https://krisha.kz/a/show/1000821538,1,39,27500000,8,2018,GreenLine.BI City Seoul,Есильский р-н,
https://krisha.kz/a/show/684520798,3,81.5,38300000,,2024,Respublika,Нура р-н,4.8
https://krisha.kz/a/show/684520798,3,81.5,38300000,,2024,Respublika,Нура р-н,4.9
https://krisha.kz/a/show/684520798,3,81.5,38300000,,2024,Respublika,Нура р-н,
https://krisha.kz/a/show/690528562,1,41.95,21295520,,2024,Manar,Есильский р-н,4.8
https://krisha.kz/a/show/690528562,1,41.95,21295520,,2024,Manar,Есильский р-н,5
https://krisha.kz/a/show/699434702,4,133,99500000,14,2024,Respublika,Нура р-н,4.8
https://krisha.kz/a/show/699434702,4,133,99500000,14,2024,Respublika,Нура р-н,4.9
https://krisha.kz/a/show/699434702,4,133,99500000,14,2024,Respublika,Нура р-н,
https://krisha.kz/a/show/1001270253,1,45,32500000,11,2025,BUQAR JYRAU EXCLUSIVE 2,Есильский р-н,
https://krisha.kz/a/show/1001388445,1,52,19000000,6,2024,Q Way,Алматы р-н,
https://krisha.kz/a/show/1002517336,2,52,32500000,8,2025,OLEN,Есильский р-н,
https://krisha.kz/a/show/1002935475,5,160,89990000,8,2016,Коркем 2,Есильский р-н,
https://krisha.kz/a/show/1002968603,2,40,22900000,2,2016,7Я,Алматы р-н,
https://krisha.kz/a/show/48622438,2,56.6,14716000,,2023,Астана,Нура р-н,
https://krisha.kz/a/show/760126904,2,70,35000000,8,2005,Градокомплекс,Есильский р-н,
https://krisha.kz/a/show/1002869392,4,115,99000000,11,2024,Talmas,Есильский р-н,4.8
https://krisha.kz/a/show/1000398828,2,65.5,33000000,6,2024,Delta,Нура р-н,4.8
https://krisha.kz/a/show/1000398828,2,65.5,33000000,6,2024,Delta,Нура р-н,5
https://krisha.kz/a/show/1002274371,2,94,41000000,8,2018,12 месяцев,Алматы р-н,
https://krisha.kz/a/show/1000244848,3,106,64900000,11,2022,Khan Plaza,Есильский р-н,4.9
https://krisha.kz/a/show/1002999379,3,77,30500000,6,2024,Мирный дом,Сарыарка р-н,
https://krisha.kz/a/show/1002512126,2,43.1,29500000,2,2024,Tamerlan,Алматы р-н,4.7
https://krisha.kz/a/show/1002385776,1,38,23500000,10,2022,Mechta,Нура р-н,
https://krisha.kz/a/show/1000290508,3,75,55000000,7,2025,Athletic City,Нура р-н,
https://krisha.kz/a/show/1003047193,2,43,31700000,10,2023,Улы Дала Авеню,Есильский р-н,
https://krisha.kz/a/show/761098330,3,95.51,62845580,,2026,GreenLine. Garden,Нура р-н,4.4
https://krisha.kz/a/show/698766210,4,129.1,109476800,,2026,Salzburg,Алматы р-н,4.4
https://krisha.kz/a/show/1003096276,2,56.8,23500000,17,2013,Территория Комфорта-2,Байконур р-н,
https://krisha.kz/a/show/760051145,3,87.34,63500000,9,2023,Besterek,Есильский р-н,
https://krisha.kz/a/show/760982636,3,73,27500000,12,2021,Отау,Алматы р-н,
https://krisha.kz/a/show/691876106,2,60,44500000,,2021,Sezim Qala,Есильский р-н,
https://krisha.kz/a/show/683005919,3,91,68500000,3,2020,Inju Arena,Есильский р-н,
https://krisha.kz/a/show/1002017197,1,43.23,20000000,9,2025,SAFIA,Нура р-н,
https://krisha.kz/a/show/1001623103,4,105,45000000,12,2018,Лазурный квартал,Есильский р-н,
https://krisha.kz/a/show/762070325,2,59.1,29963700,,2026,Jetisu Satti,Есильский р-н,3.8
https://krisha.kz/a/show/695736656,1,50.19,23087400,,2025,Sardar Family,Алматы р-н,4.8
https://krisha.kz/a/show/677730592,4,104.4,43848000,,2024,Gold Land,Есильский р-н,4.5
https://krisha.kz/a/show/677730592,4,104.4,43848000,,2024,Gold Land,Есильский р-н,2.8
https://krisha.kz/a/show/1002501106,1,40,21500000,2,2024,Sani City,Нура р-н,4.8
https://krisha.kz/a/show/761680928,3,74,36900000,9,2006,Градокомплекс,Есильский р-н,
https://krisha.kz/a/show/1000134363,3,72.5,38000000,7,2022,Шыгыс,Нура р-н,
https://krisha.kz/a/show/1000672848,2,45.35,24352950,,2026,IZBASAR,Сарайшык р-н,
https://krisha.kz/a/show/760288050,2,50.32,33060240,,2026,MoD. Style,Есильский р-н,5
https://krisha.kz/a/show/695736657,2,60.22,27099000,,2025,Sardar Family,Алматы р-н,4.8
https://krisha.kz/a/show/669518592,2,44.4,11544000,,2024,Астана,Нура р-н,
https://krisha.kz/a/show/1002247557,2,63.7,36500000,3,2025,Argymaq,Алматы р-н,
https://krisha.kz/a/show/762277686,1,42,25000000,12,2024,Tomiris Towers,Алматы р-н,
https://krisha.kz/a/show/686616902,2,70.32,40750440,,2024,Tumar Club,Нура р-н,4.5
https://krisha.kz/a/show/1001714331,3,69,47900000,8,2024,Центральный сквер,Сарайшык р-н,
https://krisha.kz/a/show/1001336051,2,58,37500000,3,2019,Арнау,Есильский р-н,
https://krisha.kz/a/show/1001298364,3,87,44000000,10,2005,Северная корона,Есильский р-н,
https://krisha.kz/a/show/1000510238,3,78.11,45772460,,2026,Capital Park. Melody,Есильский р-н,4
https://krisha.kz/a/show/675971514,1,35.4,9381000,,2024,KHAN RESIDENCE,Сарыарка р-н,
https://krisha.kz/a/show/1002448847,2,40,22500000,8,2019,Geneva,Алматы р-н,4.5
https://krisha.kz/a/show/762318309,3,69,37000000,6,2024,Фирдаус,Алматы р-н,
https://krisha.kz/a/show/696024570,2,70,35000000,3,2022,AYLET,Алматы р-н,
https://krisha.kz/a/show/761696568,3,91,56990000,9,2025,DOS,Есильский р-н,
https://krisha.kz/a/show/698713802,1,52.5,19900000,12,2020,Арыстан,Алматы р-н,
https://krisha.kz/a/show/696952782,2,78,42000000,2,2020,Айсанам De Luxe,Есильский р-н,
https://krisha.kz/a/show/690791461,3,71,38000000,8,2024,Jetisu.Aqsu,Есильский р-н,4.8
https://krisha.kz/a/show/698214878,3,106.19,71041110,,2025,MoD. Urban,Есильский р-н,
https://krisha.kz/a/show/697969336,2,70.21,51183090,,2026,GreenLine. Aurora,Нура р-н,5
https://krisha.kz/a/show/689252931,2,71.2,31300000,,2025,Delta,Нура р-н,4.8
https://krisha.kz/a/show/689252931,2,71.2,31300000,,2025,Delta,Нура р-н,5
https://krisha.kz/a/show/685378107,1,46.14,26853480,,2025,Eco Park,Нура р-н,4.7
https://krisha.kz/a/show/762070504,3,75.62,36524460,,2026,Jetisu Satti,Есильский р-н,3.8
https://krisha.kz/a/show/677730583,3,90.4,38836800,,2024,Gold Land,Есильский р-н,4.5
https://krisha.kz/a/show/677730583,3,90.4,38836800,,2024,Gold Land,Есильский р-н,2.8
https://krisha.kz/a/show/694707411,1,39.46,30384200,,2025,Capital Park. Emotions,Есильский р-н,4.7
https://krisha.kz/a/show/694707411,1,39.46,30384200,,2025,Capital Park. Emotions,Есильский р-н,4.7
https://krisha.kz/a/show/1002694939,2,58,17500000,3,2008,Бирлик,Сарыарка р-н,
https://krisha.kz/a/show/1002415026,3,103,60000000,9,2016,Art House,Есильский р-н,
https://krisha.kz/a/show/1002553310,3,72.8,42500000,9,2019,Aq-Didar,Нура р-н,
https://krisha.kz/a/show/1001388565,3,100,32000000,9,2024,Q Way,Алматы р-н,
https://krisha.kz/a/show/1002827320,3,94.5,36500000,3,2007,Азат,Алматы р-н,
https://krisha.kz/a/show/1001805788,2,43,29900000,7,2024,Manar,Есильский р-н,4.8
https://krisha.kz/a/show/1001805788,2,43,29900000,7,2024,Manar,Есильский р-н,5
https://krisha.kz/a/show/761130142,2,56.5,35500000,10,2015,Лазурный квартал,Есильский р-н,
https://krisha.kz/a/show/1002186065,1,37,31000000,15,2022,Esil Riverside,Есильский р-н,
https://krisha.kz/a/show/1002376278,1,45.6,29500000,5,2017,Алматау,Нура р-н,
https://krisha.kz/a/show/1002038223,4,133.6,50700000,3,2008,Жастар-2,Сарыарка р-н,
https://krisha.kz/a/show/1000498057,3,91.2,70000000,8,2024,Nexpo Union,Есильский р-н,
https://krisha.kz/a/show/760034160,2,70,36000000,3,2009,Ак Орда,Нура р-н,
https://krisha.kz/a/show/1002824715,2,66,31500000,16,2023,Compass North,Сарайшык р-н,
https://krisha.kz/a/show/1003080878,2,40,27900000,3,2025,Respublika,Нура р-н,4.8
https://krisha.kz/a/show/1003080878,2,40,27900000,3,2025,Respublika,Нура р-н,4.9
https://krisha.kz/a/show/1003080878,2,40,27900000,3,2025,Respublika,Нура р-н,
https://krisha.kz/a/show/696636096,1,44.1,22400000,5,2017,Nur Aspan,Алматы р-н,
https://krisha.kz/a/show/1003064492,1,28.5,17000000,11,2018,Самрук Towers,Есильский р-н,
https://krisha.kz/a/show/1002212099,2,46,28500000,8,2017,Orynbor Towers,Есильский р-н,
https://krisha.kz/a/show/761774563,3,78.4,33990000,2,2007,Градокомплекс,Есильский р-н,
https://krisha.kz/a/show/1002490508,1,37,19500000,5,2023,Айбике,Алматы р-н,
https://krisha.kz/a/show/695808453,3,118.7,43000000,9,2009,Аль-Фараби-20,Алматы р-н,
https://krisha.kz/a/show/1002575283,2,50,28500000,4,2022,Jetisu.Lepsi,Есильский р-н,
https://krisha.kz/a/show/1000614680,2,64.1,22500000,8,2024,Q Way,Алматы р-н,
https://krisha.kz/a/show/1000470032,3,72.84,25900000,6,2024,Safar,Сарайшык р-н,4.7
https://krisha.kz/a/show/1000514618,4,146.73,132790650,,2026,Family Gardens,Есильский р-н,
https://krisha.kz/a/show/760697970,1,43.32,37471800,,2025,GreenLine. Verda,Нура р-н,4.9
https://krisha.kz/a/show/698214873,2,70.35,47486250,,2025,MoD. Urban,Есильский р-н,
https://krisha.kz/a/show/1002814669,1,38,19500000,3,2023,Ainabulaq,Есильский р-н,5
https://krisha.kz/a/show/689060415,3,77.6,37000000,6,2015,Баян Сулу,Алматы р-н,
https://krisha.kz/a/show/761604919,1,39,28000000,5,2021,Assyl Tau,Есильский р-н,
https://krisha.kz/a/show/760732396,2,61,29800000,2,2022,Bai-Tursyn,Алматы р-н,4.6
https://krisha.kz/a/show/1002194134,3,86,27900000,6,2024,Ясин,Алматы р-н,
https://krisha.kz/a/show/1000397325,1,27,13500000,12,2018,12 месяцев,Алматы р-н,
https://krisha.kz/a/show/1001373563,1,38.75,26136875,,2026,Luna,Нура р-н,4.1
https://krisha.kz/a/show/1001489460,2,63,27000000,3,2024,Мирный дом,Сарыарка р-н,
https://krisha.kz/a/show/760010381,1,26,13800000,9,2006,Апато,Алматы р-н,
https://krisha.kz/a/show/1002473517,2,63,42999999,9,2023,Baitas,Алматы р-н,
https://krisha.kz/a/show/1001107697,2,54,24900000,15,2009,Эгалите,Байконур р-н,
https://krisha.kz/a/show/1000509568,2,64.17,38373660,,2026,Capital Park. Melody,Есильский р-н,4
https://krisha.kz/a/show/1000515646,3,66.95,26445250,,2026,SPACE PLUS,Нура р-н,
https://krisha.kz/a/show/761561943,2,41,23000000,5,2023,Кокшебель,Сарыарка р-н,
https://krisha.kz/a/show/760934299,3,101,83000000,12,2024,Izet,Есильский р-н,
https://krisha.kz/a/show/699590942,3,88,55555555,9,2022,DISCOVERY,Алматы р-н,
https://krisha.kz/a/show/1002463295,1,30,14999999,5,2023,Табысты,Есильский р-н,3.6
https://krisha.kz/a/show/1001923331,2,61,37000000,17,2014,Millenium Park,Сарайшык р-н,
https://krisha.kz/a/show/1000382641,2,54,24000000,7,2007,Достар-2,Алматы р-н,
https://krisha.kz/a/show/1002787883,1,37.1,15700000,10,2020,Geneva,Алматы р-н,4.5
https://krisha.kz/a/show/1002513870,1,37.5,20287500,,2025,LEVEL,Сарайшык р-н,
https://krisha.kz/a/show/1000177095,1,38.32,15328000,,2026,Akan City,Сарыарка р-н,5
https://krisha.kz/a/show/760588426,3,68.77,25030784,,2025,Алтын Саулет,Нура р-н,
https://krisha.kz/a/show/1002503915,3,75,28000000,5,2013,Магистральный-1,Алматы р-н,
https://krisha.kz/a/show/761088796,2,57.8,33500000,3,2025,Tumar Residence,Есильский р-н,4.5
https://krisha.kz/a/show/762076295,2,66.62,48500000,5,2025,Capital Park.Sky,Есильский р-н,4.8
https://krisha.kz/a/show/1001126687,1,37.3,16500000,3,2021,Кернай,Сарайшык р-н,
https://krisha.kz/a/show/1002545181,2,55,23200000,4,2022,Отау,Алматы р-н,
https://krisha.kz/a/show/1002976612,2,63,35000000,8,2024,Triumph City,Есильский р-н,
https://krisha.kz/a/show/1000514619,4,147.75,133122750,,2026,Family Gardens,Есильский р-н,
https://krisha.kz/a/show/1000510871,4,113.74,68016520,,2026,Capital Park. Melody,Есильский р-н,4
https://krisha.kz/a/show/1000624006,3,74,58900000,11,2024,Sunset Avenue,Алматы р-н,4.7
https://krisha.kz/a/show/1001521650,3,120,79500000,,2020,Capital Park. Light,Есильский р-н,
https://krisha.kz/a/show/1000515045,3,99,89500000,14,2023,Four Seasons,Нура р-н,5
https://krisha.kz/a/show/1002158028,2,73.5,65500000,4,2025,Grand Turan Avenue,Нура р-н,
https://krisha.kz/a/show/1001175282,2,68.5,26000000,11,2007,Тамыз,Сарыарка р-н,
https://krisha.kz/a/show/697403047,2,68,26500000,10,2009,Сайран,Сарыарка р-н,
https://krisha.kz/a/show/1002839151,2,47.1,22600000,10,2017,Лазурный берег,Есильский р-н,
https://krisha.kz/a/show/1002208891,2,37.1,18200000,2,2016,Санат,Есильский р-н,
https://krisha.kz/a/show/761895517,1,36,19000000,9,2009,Независимость,Алматы р-н,
https://krisha.kz/a/show/695488309,4,102.1,120000000,1,2020,Sensata Park,Есильский р-н,
https://krisha.kz/a/show/1002174359,2,48,36000000,20,2018,Highvill Ishim,Алматы р-н,
https://krisha.kz/a/show/1002104619,2,65,33800000,7,2024,Turan Palace,Есильский р-н,4.3
https://krisha.kz/a/show/1000869490,1,42,24300000,8,2018,Камал-5,Есильский р-н,
https://krisha.kz/a/show/1001556684,2,61,34000000,3,2014,Vip-городок Saranda,Есильский р-н,
https://krisha.kz/a/show/1000183542,3,72,44500000,5,2023,RAIYMBEK,Алматы р-н,
https://krisha.kz/a/show/694707415,2,46.89,32729220,,2026,Capital Park. Emotions,Есильский р-н,4.7
https://krisha.kz/a/show/694707415,2,46.89,32729220,,2026,Capital Park. Emotions,Есильский р-н,4.7
https://krisha.kz/a/show/1003096068,3,91,70000000,5,2022,Урбан,Алматы р-н,
https://krisha.kz/a/show/1002368703,4,107,61000000,6,2023,Hazar,Есильский р-н,
https://krisha.kz/a/show/695898143,3,165,51500000,15,2016,Эдем палас-2,Байконур р-н,
https://krisha.kz/a/show/760743330,1,36.3,18500000,8,2023,Сатурн,Алматы р-н,
https://krisha.kz/a/show/1000506838,2,52,40900000,14,2022,Nexpo City,Есильский р-н,
https://krisha.kz/a/show/1002352953,3,95.5,62500000,5,2018,Инжу (Інжу),Есильский р-н,
https://krisha.kz/a/show/1002060150,1,41.3,22800000,2,2025,TAMASHA,Алматы р-н,
https://krisha.kz/a/show/1000561574,2,38,21200000,2,2024,Rio de Janeiro,Сарыарка р-н,4.8
https://krisha.kz/a/show/1000271977,2,41,29900000,8,2024,West Side,Нура р-н,
https://krisha.kz/a/show/1002017774,2,63,38000000,9,2021,Nova city на Туране,Нура р-н,
https://krisha.kz/a/show/697146633,2,60,28500000,14,2021,Жастар-4,Алматы р-н,
https://krisha.kz/a/show/1001316124,2,38,23000000,4,2021,Budapest,Есильский р-н,
https://krisha.kz/a/show/1001318448,2,65.3,39000000,4,2022,ONER,Есильский р-н,
https://krisha.kz/a/show/1001660060,2,44.5,28000000,11,2023,Tamerlan,Алматы р-н,4.7
https://krisha.kz/a/show/1000513133,3,130.57,117513000,,2026,Family Gardens,Есильский р-н,
https://krisha.kz/a/show/690475645,2,57.55,30501500,,2025,Центральный сквер,Сарайшык р-н,
https://krisha.kz/a/show/1001129250,3,84.87,30553200,,2026,Akan City,Сарыарка р-н,5
https://krisha.kz/a/show/1002060034,3,111,51500000,10,2018,Сенатор,Сарайшык р-н,
https://krisha.kz/a/show/1001550553,3,80,40500000,19,2020,Томирис,Алматы р-н,
https://krisha.kz/a/show/1000673024,1,39.26,24773060,,2026,IZBASAR,Сарайшык р-н,
https://krisha.kz/a/show/1001372149,3,84.9,35658000,,2025,Eleven,Нура р-н,4.9
https://krisha.kz/a/show/699905526,2,50.89,30534000,,2025,Sultan Beibarys,Нура р-н,
https://krisha.kz/a/show/677730584,2,80,34843500,,2024,Gold Land,Есильский р-н,4.5
https://krisha.kz/a/show/677730584,2,80,34843500,,2024,Gold Land,Есильский р-н,2.8
https://krisha.kz/a/show/1002551917,1,35.3,20000000,18,2020,Алтын Шар 2,Нура р-н,
https://krisha.kz/a/show/761473329,2,52.7,24242000,11,2025,Delta,Нура р-н,4.8
https://krisha.kz/a/show/761473329,2,52.7,24242000,11,2025,Delta,Нура р-н,5
https://krisha.kz/a/show/695736658,3,90.88,38169600,,2025,Sardar Family,Алматы р-н,4.8
https://krisha.kz/a/show/690129723,5,188.7,132090000,,2024,RAUDA,Нура р-н,
https://krisha.kz/a/show/1002511112,1,56.22,38874000,,2025,Grand Monaco,Сарайшык р-н,
https://krisha.kz/a/show/1002023724,2,44,28800000,11,2023,Syganak,Есильский р-н,
https://krisha.kz/a/show/1002489331,2,40,21000000,3,2020,AiSafi,Нура р-н,
https://krisha.kz/a/show/1003028328,2,76.6,44102500,13,2024,Golden Residence,Сарайшык р-н,4.6
https://krisha.kz/a/show/1002271491,1,39,22999999,17,2024,MoD.Comfort,Есильский р-н,
https://krisha.kz/a/show/1002861265,2,73.29,35200000,2,2025,SAFIA,Есильский р-н,
https://krisha.kz/a/show/1002982317,1,40,25600000,10,2023,Turan Life,Нура р-н,
https://krisha.kz/a/show/1000425389,1,50,22000000,5,2007,Тараз,Байконур р-н,
https://krisha.kz/a/show/1002251824,2,40,18990000,8,2009,Абылайхан 2,Сарайшык р-н,
https://krisha.kz/a/show/1002153315,3,88,50000000,9,2020,Brussels,Нура р-н,
https://krisha.kz/a/show/1002064938,1,34.26,11305000,2,2025,Hanzada,Нура р-н,4.4
https://krisha.kz/a/show/761501769,3,66,43500000,17,2017,Respublika,Нура р-н,4.8
https://krisha.kz/a/show/761501769,3,66,43500000,17,2017,Respublika,Нура р-н,4.9
https://krisha.kz/a/show/761501769,3,66,43500000,17,2017,Respublika,Нура р-н,
https://krisha.kz/a/show/1001744120,5,161,130000000,4,2020,Асем Тас 2,Есильский р-н,4.8
https://krisha.kz/a/show/1002868262,2,64.8,40500000,2,2020,Galamat Park,Есильский р-н,
https://krisha.kz/a/show/1003010968,3,82.8,71500000,13,2017,GreenLine.Зеленый квартал,Есильский р-н,
https://krisha.kz/a/show/1002884632,2,71.7,35000000,2,2006,Жагалау,Сарыарка р-н,5
https://krisha.kz/a/show/1002482744,1,30,13000000,15,2012,Торлет,Сарыарка р-н,
https://krisha.kz/a/show/1002782707,1,39.2,22000000,8,2023,Мынжылдык,Сарайшык р-н,
https://krisha.kz/a/show/1003016596,2,40,32000000,2,2025,OLEN,Есильский р-н,
https://krisha.kz/a/show/1002931740,3,100,33000000,12,2016,Медина,Сарыарка р-н,
https://krisha.kz/a/show/1003078109,2,69.3,55000000,7,2019,Dream City,Есильский р-н,
https://krisha.kz/a/show/762116026,1,25,11000000,3,2011,Солнечный город,Алматы р-н,
https://krisha.kz/a/show/690093236,4,206,85000000,7,2010,Шапагат нуры,Байконур р-н,
https://krisha.kz/a/show/28884493,3,107,45000000,12,2010,Сказочный мир,Алматы р-н,
https://krisha.kz/a/show/761634192,1,39,27000000,5,2019,Seven,Есильский р-н,
https://krisha.kz/a/show/1002567677,2,54,19500000,17,2023,Территория Комфорта-2,Байконур р-н,
https://krisha.kz/a/show/761865601,2,38,23000000,12,2023,INJU ANSAR,Алматы р-н,
https://krisha.kz/a/show/761292473,3,84,54500000,4,2025,Istanbul,Есильский р-н,4.8
https://krisha.kz/a/show/696411797,2,59,30000000,15,2013,Эльнара,Байконур р-н,
https://krisha.kz/a/show/687221761,3,84,56999999,9,2022,Inju City,Есильский р-н,
https://krisha.kz/a/show/1002957905,1,46.9,25000000,7,2023,Легенда,Сарыарка р-н,
https://krisha.kz/a/show/1002420194,3,74,53500000,7,2023,Zhana Omyr,Есильский р-н,
https://krisha.kz/a/show/1002441651,3,88.1,44000000,4,2013,Vip-городок Saranda,Есильский р-н,
https://krisha.kz/a/show/692148285,3,125,70000000,5,2018,Comfort Town,Есильский р-н,
https://krisha.kz/a/show/1003078074,3,95,91900000,8,2024,Talmas,Есильский р-н,4.8
https://krisha.kz/a/show/1000673163,2,52.66,23539020,,2026,Jetisu.Nauryz,Есильский р-н,4.3
https://krisha.kz/a/show/762069026,2,51.4,26373330,,2026,Baizaman,Нура р-н,4.6
https://krisha.kz/a/show/1002259638,2,56.3,27755900,,2025,Parkland,Сарыарка р-н,4.6
https://krisha.kz/a/show/760391748,2,62.5,40500000,16,2023,Бухар Жырау,Есильский р-н,
https://krisha.kz/a/show/698795164,1,41.1,18900000,4,2021,Алем-Тау,Нура р-н,
https://krisha.kz/a/show/695821467,5,120,65000000,2,2018,Самрук Towers,Нура р-н,
https://krisha.kz/a/show/698981733,4,106.92,57897180,,2025,Tumar Club,Нура р-н,4.5
https://krisha.kz/a/show/1002214471,2,67.5,32000000,21,2024,Алтын Булак,Алматы р-н,
https://krisha.kz/a/show/686940034,3,80.3,40900000,10,2018,12 месяцев,Алматы р-н,
https://krisha.kz/a/show/673114052,3,105.73,36500000,4,2019,Family Park,Есильский р-н,
https://krisha.kz/a/show/1002114408,3,83,64900000,1,2024,ZAMAN,Есильский р-н,
https://krisha.kz/a/show/1002010924,1,38,27000000,2,2023,MADI,Нура р-н,
https://krisha.kz/a/show/1000673585,3,131.66,133108260,,2026,Nexpo Aura,Есильский р-н,3.8
https://krisha.kz/a/show/760697986,4,144.9,95634000,,2025,GreenLine. Verda,Нура р-н,4.9
https://krisha.kz/a/show/1000515250,5,210.06,189684180,,2026,Family Gardens,Есильский р-н,
https://krisha.kz/a/show/1000514623,4,182.94,167390100,,2026,Family Gardens,Есильский р-н,
https://krisha.kz/a/show/762070503,3,75.41,34236140,,2026,Jetisu Satti,Есильский р-н,3.8
https://krisha.kz/a/show/1003083502,3,82,50000000,7,2024,Tomiris Towers,Сарайшык р-н,
https://krisha.kz/a/show/1001107222,3,91,80000000,15,2017,GreenLine.Зеленый квартал,Есильский р-н,
https://krisha.kz/a/show/761217385,3,90.9,39000000,13,2013,Жагалау 3,Есильский р-н,5
https://krisha.kz/a/show/696220052,2,56,44500000,4,2022,Alma Park,Нура р-н,
https://krisha.kz/a/show/696150708,3,71,38000000,12,2024,Assyl Tau,Есильский р-н,
https://krisha.kz/a/show/1001552882,1,35,21000000,16,2024,MoD. Standard,Есильский р-н,
https://krisha.kz/a/show/1002899828,1,35.78,15743200,,2026,Baisa,Нура р-н,
https://krisha.kz/a/show/1002511433,3,108.8,92588800,,2025,Grand Monaco,Сарайшык р-н,
https://krisha.kz/a/show/761304728,3,94.94,33622147,,2025,Алтын Саулет,Нура р-н,
https://krisha.kz/a/show/683670314,3,100,63000000,15,2020,Комфорт De Luxe,Есильский р-н,
https://krisha.kz/a/show/762277429,3,122,120000000,2,2021,Liberty,Есильский р-н,
https://krisha.kz/a/show/762074936,2,80,29900000,2,2014,Турсын Астана – 2,Алматы р-н,
https://krisha.kz/a/show/761975133,2,58.4,27300000,11,2012,Турсын Астана – 1,Алматы р-н,
https://krisha.kz/a/show/761778666,2,57,28300000,4,2026,Bozjyra,Есильский р-н,4.8
https://krisha.kz/a/show/761457340,3,88.9,33800000,13,2008,Степной-1,Алматы р-н,
https://krisha.kz/a/show/761383838,1,41.9,32800000,11,2024,AIQYN,Есильский р-н,
https://krisha.kz/a/show/691706987,2,68.9,37000000,14,2022,Балкадиша,Алматы р-н,
https://krisha.kz/a/show/1002793893,1,42,20500000,4,2023,Kerim,Алматы р-н,4.5
https://krisha.kz/a/show/1002451327,3,66,44000000,6,2020,Bravo Family,Алматы р-н,4.6
https://krisha.kz/a/show/1000640349,1,45,19990000,1,2018,Сенатор,Алматы р-н,
https://krisha.kz/a/show/1000596410,1,44,30000000,2,2024,BUQAR JYRAU EXCLUSIVE 2,Есильский р-н,
https://krisha.kz/a/show/699978662,2,66,47900000,3,2022,Gloria,Есильский р-н,
https://krisha.kz/a/show/1001963153,2,48.5,24800000,8,2025,Salman City,Есильский р-н,
https://krisha.kz/a/show/679965538,2,77.7,30300000,7,2020,Эльбрус,Алматы р-н,
https://krisha.kz/a/show/1001839359,1,39,23000000,5,2020,Ak Bars,Сарыарка р-н,
https://krisha.kz/a/show/1001102298,1,38.5,21000000,4,2021,Меркурий,Есильский р-н,
https://krisha.kz/a/show/1002872286,2,50,22900000,1,2013,Керемет,Есильский р-н,
https://krisha.kz/a/show/761728317,2,55.75,37129500,,2026,Arena Vista,Нура р-н,4.6
https://krisha.kz/a/show/1000661035,1,36.8,22000000,6,2016,Арнау,Есильский р-н,
https://krisha.kz/a/show/1002029979,1,33,19900000,3,2025,Arena Garden,Нура р-н,3.8
https://krisha.kz/a/show/1002382291,1,38,13500000,2,2025,Rio de Janeiro,Сарыарка р-н,4.8
https://krisha.kz/a/show/761139337,5,244.5,109999000,9,2021,Triumph Art,Есильский р-н,
https://krisha.kz/a/show/678084724,3,91.4,58000000,2,2020,Adal,Есильский р-н,
https://krisha.kz/a/show/761953895,2,45,15900000,3,2010,Искандер,Алматы р-н,
